source_id,target_id,edge_type,weight,timestamp
KSK-0001,SUP-040,merchant_supplier,0.713,2024-12-07
KSK-0001,SUP-041,merchant_supplier,0.838,2024-05-04
KSK-0001,GEN-0009,peer_to_peer,0.207,2024-05-16
KSK-0001,SRV-0487,peer_to_peer,0.207,2024-09-05
KSK-0001,SRV-0497,peer_to_peer,0.207,2024-03-12
KSK-0001,BANK-HDFC,merchant_bank,1.0,2024-01-01
KSK-0001,MED-0026,upi_link,0.763,2024-12-17
KSK-0001,LENDER-MUDRA-001,loan_link,0.034,2024-01-01
SGS-0002,CUST-02007,merchant_customer,0.436,2024-05-23
SGS-0002,CUST-02008,merchant_customer,0.514,2024-11-16
SGS-0002,CUST-02009,merchant_customer,0.323,2024-09-17
SGS-0002,CUST-02010,merchant_customer,0.404,2024-08-01
SGS-0002,CUST-02011,merchant_customer,0.355,2024-05-07
SGS-0002,CUST-02012,merchant_customer,0.539,2024-08-22
SGS-0002,CUST-02013,merchant_customer,0.646,2024-08-24
SGS-0002,CUST-02014,merchant_customer,0.404,2024-03-10
SGS-0002,CUST-02015,merchant_customer,0.254,2024-11-15
SGS-0002,CUST-02016,merchant_customer,0.457,2024-04-05
SGS-0002,CUST-02017,merchant_customer,0.236,2024-01-15
SGS-0002,CUST-02018,merchant_customer,0.285,2024-03-25
SGS-0002,CUST-02019,merchant_customer,0.55,2024-10-02
SGS-0002,CUST-02020,merchant_customer,0.175,2024-04-06
SGS-0002,CUST-02021,merchant_customer,0.301,2024-02-05
SGS-0002,CUST-02022,merchant_customer,0.219,2024-04-12
SGS-0002,CUST-02023,merchant_customer,0.223,2024-10-24
SGS-0002,CUST-02024,merchant_customer,0.407,2024-09-16
SGS-0002,CUST-02025,merchant_customer,0.453,2024-11-23
SGS-0002,CUST-02026,merchant_customer,0.739,2024-03-28
SGS-0002,SUP-008,merchant_supplier,0.682,2024-07-30
SGS-0002,GEN-0439,peer_to_peer,0.203,2024-04-28
SGS-0002,FTD-0553,peer_to_peer,0.203,2024-07-28
SGS-0002,MED-0586,peer_to_peer,0.203,2024-01-19
SGS-0002,BANK-ICICI,merchant_bank,1.0,2024-01-01
SGS-0002,KSK-0101,upi_link,0.46,2024-07-19
SGS-0002,LENDER-MUDRA-001,loan_link,0.013,2024-01-01
FTD-0003,CUST-02759,merchant_customer,0.409,2024-03-28
FTD-0003,CUST-02760,merchant_customer,0.692,2024-07-04
FTD-0003,CUST-02761,merchant_customer,0.703,2024-07-12
FTD-0003,CUST-02762,merchant_customer,0.549,2024-11-05
FTD-0003,CUST-02763,merchant_customer,0.494,2024-04-23
FTD-0003,CUST-02764,merchant_customer,0.505,2024-10-19
FTD-0003,CUST-02765,merchant_customer,0.648,2024-11-21
FTD-0003,CUST-02766,merchant_customer,0.861,2024-09-12
FTD-0003,CUST-02767,merchant_customer,0.86,2024-02-22
FTD-0003,CUST-02768,merchant_customer,0.133,2024-07-19
FTD-0003,CUST-02769,merchant_customer,0.383,2024-06-10
FTD-0003,CUST-02770,merchant_customer,0.681,2024-06-15
FTD-0003,CUST-02771,merchant_customer,0.687,2024-04-24
FTD-0003,CUST-02772,merchant_customer,0.156,2024-04-20
FTD-0003,CUST-02773,merchant_customer,0.996,2024-05-05
FTD-0003,CUST-02774,merchant_customer,0.636,2024-02-13
FTD-0003,CUST-02775,merchant_customer,0.16,2024-07-13
FTD-0003,SUP-014,merchant_supplier,0.602,2024-08-22
FTD-0003,SUP-015,merchant_supplier,0.314,2024-07-05
FTD-0003,SUP-016,merchant_supplier,0.683,2024-01-14
FTD-0003,SRV-0267,peer_to_peer,0.392,2024-10-18
FTD-0003,SRV-0007,peer_to_peer,0.392,2024-12-18
FTD-0003,BANK-PNB,merchant_bank,0.899,2024-01-01
FTD-0003,LENDER-MUDRA-001,loan_link,0.0345,2024-01-01
AGR-0004,CUST-01649,merchant_customer,0.822,2024-01-16
AGR-0004,CUST-01650,merchant_customer,0.144,2024-01-03
AGR-0004,CUST-01651,merchant_customer,0.187,2024-05-22
AGR-0004,CUST-01652,merchant_customer,0.146,2024-04-10
AGR-0004,CUST-01653,merchant_customer,0.77,2024-12-18
AGR-0004,CUST-01654,merchant_customer,0.694,2024-08-13
AGR-0004,CUST-01655,merchant_customer,0.51,2024-08-19
AGR-0004,CUST-01656,merchant_customer,0.859,2024-05-16
AGR-0004,CUST-01657,merchant_customer,0.928,2024-03-07
AGR-0004,CUST-01658,merchant_customer,0.782,2024-04-27
AGR-0004,SUP-003,merchant_supplier,0.616,2024-07-27
AGR-0004,SUP-004,merchant_supplier,0.429,2024-07-13
AGR-0004,SUP-005,merchant_supplier,0.402,2024-11-02
AGR-0004,SUP-006,merchant_supplier,0.428,2024-04-23
AGR-0004,FTD-0093,peer_to_peer,0.309,2024-04-15
AGR-0004,BANK-AXIS,merchant_bank,1.0,2024-01-01
AGR-0004,AUT-0508,upi_link,0.788,2024-11-23
AGR-0004,LENDER-MUDRA-001,loan_link,0.046,2024-01-01
TXL-0005,CUST-00324,merchant_customer,0.88,2024-12-30
TXL-0005,CUST-00325,merchant_customer,0.496,2024-02-09
TXL-0005,CUST-00326,merchant_customer,0.133,2024-03-08
TXL-0005,CUST-00327,merchant_customer,0.207,2024-08-23
TXL-0005,CUST-00328,merchant_customer,0.235,2024-03-06
TXL-0005,CUST-00329,merchant_customer,0.281,2024-08-26
TXL-0005,CUST-00330,merchant_customer,0.189,2024-10-14
TXL-0005,CUST-00331,merchant_customer,0.833,2024-04-22
TXL-0005,CUST-00332,merchant_customer,0.458,2024-07-26
TXL-0005,SUP-038,merchant_supplier,0.47,2024-06-21
TXL-0005,SUP-039,merchant_supplier,0.521,2024-01-11
TXL-0005,SUP-040,merchant_supplier,0.965,2024-05-22
TXL-0005,FTD-0453,peer_to_peer,0.374,2024-11-05
TXL-0005,MED-0516,peer_to_peer,0.374,2024-09-14
TXL-0005,FTD-0113,peer_to_peer,0.374,2024-10-29
TXL-0005,BANK-BOB,merchant_bank,0.934,2024-01-01
TXL-0005,GEN-0259,upi_link,0.45,2024-01-01
TXL-0005,LENDER-MUDRA-001,loan_link,0.073,2024-01-01
MED-0006,CUST-00948,merchant_customer,0.818,2024-12-10
MED-0006,CUST-00949,merchant_customer,0.242,2024-06-16
MED-0006,CUST-00950,merchant_customer,0.455,2024-03-15
MED-0006,CUST-00951,merchant_customer,0.906,2024-10-07
MED-0006,CUST-00952,merchant_customer,0.564,2024-05-13
MED-0006,CUST-00953,merchant_customer,0.477,2024-11-04
MED-0006,CUST-00954,merchant_customer,0.336,2024-09-18
MED-0006,CUST-00955,merchant_customer,0.905,2024-10-05
MED-0006,CUST-00956,merchant_customer,0.315,2024-08-25
MED-0006,CUST-00957,merchant_customer,0.272,2024-02-01
MED-0006,CUST-00958,merchant_customer,0.752,2024-03-27
MED-0006,CUST-00959,merchant_customer,0.119,2024-04-16
MED-0006,CUST-00960,merchant_customer,0.103,2024-05-31
MED-0006,CUST-00961,merchant_customer,0.581,2024-12-10
MED-0006,CUST-00962,merchant_customer,0.152,2024-09-09
MED-0006,CUST-00963,merchant_customer,0.578,2024-09-20
MED-0006,CUST-00964,merchant_customer,0.667,2024-11-16
MED-0006,CUST-00965,merchant_customer,0.911,2024-07-07
MED-0006,CUST-00966,merchant_customer,0.333,2024-12-25
MED-0006,CUST-00967,merchant_customer,0.167,2024-12-29
MED-0006,SUP-033,merchant_supplier,0.843,2024-03-27
MED-0006,SUP-034,merchant_supplier,0.797,2024-02-29
MED-0006,KSK-0221,peer_to_peer,0.33,2024-05-31
MED-0006,AGR-0514,peer_to_peer,0.33,2024-07-03
MED-0006,BANK-KOTAK,merchant_bank,1.0,2024-01-01
MED-0006,SGS-0372,upi_link,0.647,2024-10-27
MED-0006,LENDER-MUDRA-001,loan_link,0.02,2024-01-01
SRV-0007,CUST-02533,merchant_customer,0.884,2024-10-02
SRV-0007,CUST-02534,merchant_customer,0.478,2024-12-27
SRV-0007,CUST-02535,merchant_customer,0.67,2024-03-12
SRV-0007,CUST-02536,merchant_customer,0.629,2024-01-28
SRV-0007,CUST-02537,merchant_customer,0.396,2024-10-15
SRV-0007,CUST-02538,merchant_customer,0.45,2024-07-13
SRV-0007,CUST-02539,merchant_customer,0.381,2024-03-03
SRV-0007,CUST-02540,merchant_customer,0.518,2024-01-05
SRV-0007,CUST-02541,merchant_customer,0.371,2024-03-06
SRV-0007,CUST-02542,merchant_customer,0.831,2024-11-05
SRV-0007,CUST-02543,merchant_customer,0.95,2024-04-20
SRV-0007,CUST-02544,merchant_customer,0.876,2024-01-03
SRV-0007,SUP-020,merchant_supplier,0.393,2024-12-07
SRV-0007,SUP-021,merchant_supplier,0.579,2024-10-02
SRV-0007,TXL-0005,peer_to_peer,0.158,2024-06-15
SRV-0007,SGS-0122,peer_to_peer,0.158,2024-08-29
SRV-0007,TXL-0145,peer_to_peer,0.158,2024-05-22
SRV-0007,BANK-UNION,merchant_bank,1.0,2024-01-01
SRV-0007,TXL-0325,upi_link,0.636,2024-01-22
SRV-0007,LENDER-MUDRA-001,loan_link,0.0195,2024-01-01
AUT-0008,CUST-01752,merchant_customer,0.622,2024-07-07
AUT-0008,CUST-01753,merchant_customer,0.206,2024-02-09
AUT-0008,CUST-01754,merchant_customer,0.878,2024-10-21
AUT-0008,CUST-01755,merchant_customer,0.496,2024-09-24
AUT-0008,CUST-01756,merchant_customer,0.933,2024-05-25
AUT-0008,CUST-01757,merchant_customer,0.797,2024-05-20
AUT-0008,CUST-01758,merchant_customer,0.379,2024-05-17
AUT-0008,CUST-01759,merchant_customer,0.247,2024-03-23
AUT-0008,CUST-01760,merchant_customer,0.545,2024-10-21
AUT-0008,CUST-01761,merchant_customer,0.246,2024-06-28
AUT-0008,CUST-01762,merchant_customer,0.386,2024-04-02
AUT-0008,CUST-01763,merchant_customer,0.937,2024-08-05
AUT-0008,CUST-01764,merchant_customer,0.778,2024-02-27
AUT-0008,CUST-01765,merchant_customer,0.565,2024-10-27
AUT-0008,SUP-026,merchant_supplier,0.851,2024-05-30
AUT-0008,SUP-027,merchant_supplier,0.566,2024-12-26
AUT-0008,SUP-028,merchant_supplier,0.391,2024-09-16
AUT-0008,SUP-029,merchant_supplier,0.525,2024-02-24
AUT-0008,FTD-0273,peer_to_peer,0.215,2024-08-05
AUT-0008,BANK-CANARA,merchant_bank,1.0,2024-01-01
AUT-0008,KSK-0591,upi_link,0.28,2024-08-26
AUT-0008,LENDER-MUDRA-001,loan_link,0.007,2024-01-01
GEN-0009,CUST-02566,merchant_customer,0.488,2024-09-09
GEN-0009,CUST-02567,merchant_customer,0.108,2024-04-12
GEN-0009,CUST-02568,merchant_customer,0.916,2024-12-01
GEN-0009,CUST-02569,merchant_customer,0.826,2024-07-13
GEN-0009,CUST-02570,merchant_customer,0.247,2024-02-01
GEN-0009,CUST-02571,merchant_customer,0.421,2024-08-02
GEN-0009,CUST-02572,merchant_customer,0.893,2024-05-12
GEN-0009,CUST-02573,merchant_customer,0.558,2024-12-18
GEN-0009,CUST-02574,merchant_customer,0.682,2024-10-11
GEN-0009,CUST-02575,merchant_customer,0.317,2024-03-27
GEN-0009,CUST-02576,merchant_customer,0.479,2024-01-09
GEN-0009,CUST-02577,merchant_customer,0.53,2024-09-12
GEN-0009,CUST-02578,merchant_customer,0.416,2024-04-28
GEN-0009,CUST-02579,merchant_customer,0.581,2024-06-08
GEN-0009,CUST-02580,merchant_customer,0.745,2024-09-12
GEN-0009,CUST-02581,merchant_customer,0.432,2024-02-15
GEN-0009,CUST-02582,merchant_customer,0.754,2024-10-31
GEN-0009,CUST-02583,merchant_customer,0.351,2024-06-18
GEN-0009,CUST-02584,merchant_customer,0.217,2024-11-01
GEN-0009,CUST-02585,merchant_customer,0.856,2024-08-08
GEN-0009,SUP-026,merchant_supplier,0.417,2024-01-20
GEN-0009,TXL-0325,peer_to_peer,0.185,2024-05-09
GEN-0009,KSK-0461,peer_to_peer,0.185,2024-12-04
GEN-0009,BANK-IDB,merchant_bank,0.983,2024-01-01
GEN-0009,MTE-0130,upi_link,0.203,2024-08-03
GEN-0009,LENDER-MUDRA-001,loan_link,0.0345,2024-01-01
MTE-0010,CUST-00955,merchant_customer,0.618,2024-07-13
MTE-0010,CUST-00956,merchant_customer,0.562,2024-10-24
MTE-0010,CUST-00957,merchant_customer,0.515,2024-10-06
MTE-0010,CUST-00958,merchant_customer,0.365,2024-01-13
MTE-0010,CUST-00959,merchant_customer,0.417,2024-10-30
MTE-0010,CUST-00960,merchant_customer,0.375,2024-06-09
MTE-0010,CUST-00961,merchant_customer,0.18,2024-10-01
MTE-0010,CUST-00962,merchant_customer,0.612,2024-07-11
MTE-0010,CUST-00963,merchant_customer,0.776,2024-09-24
MTE-0010,CUST-00964,merchant_customer,0.632,2024-05-17
MTE-0010,CUST-00965,merchant_customer,0.637,2024-09-12
MTE-0010,CUST-00966,merchant_customer,0.942,2024-07-29
MTE-0010,CUST-00967,merchant_customer,0.307,2024-08-06
MTE-0010,CUST-00968,merchant_customer,0.805,2024-02-25
MTE-0010,CUST-00969,merchant_customer,0.666,2024-05-16
MTE-0010,CUST-00970,merchant_customer,0.779,2024-11-25
MTE-0010,CUST-00971,merchant_customer,0.918,2024-01-03
MTE-0010,CUST-00972,merchant_customer,0.539,2024-06-30
MTE-0010,CUST-00973,merchant_customer,0.174,2024-04-22
MTE-0010,CUST-00974,merchant_customer,0.186,2024-01-14
MTE-0010,SUP-039,merchant_supplier,0.384,2024-07-12
MTE-0010,SUP-040,merchant_supplier,0.731,2024-01-24
MTE-0010,MTE-0240,peer_to_peer,0.312,2024-02-09
MTE-0010,BANK-SBI,merchant_bank,1.0,2024-01-01
MTE-0010,LENDER-MUDRA-001,loan_link,0.0395,2024-01-01
KSK-0011,CUST-02856,merchant_customer,0.492,2024-11-15
KSK-0011,CUST-02857,merchant_customer,0.758,2024-10-02
KSK-0011,CUST-02858,merchant_customer,0.476,2024-05-20
KSK-0011,CUST-02859,merchant_customer,0.839,2024-02-29
KSK-0011,CUST-02860,merchant_customer,0.631,2024-06-03
KSK-0011,CUST-02861,merchant_customer,0.402,2024-04-04
KSK-0011,CUST-02862,merchant_customer,0.14,2024-08-29
KSK-0011,CUST-02863,merchant_customer,0.315,2024-12-01
KSK-0011,CUST-02864,merchant_customer,0.128,2024-02-23
KSK-0011,CUST-02865,merchant_customer,0.957,2024-05-01
KSK-0011,CUST-02866,merchant_customer,0.26,2024-06-23
KSK-0011,CUST-02867,merchant_customer,0.697,2024-03-02
KSK-0011,CUST-02868,merchant_customer,0.359,2024-04-04
KSK-0011,CUST-02869,merchant_customer,0.663,2024-04-10
KSK-0011,CUST-02870,merchant_customer,0.929,2024-06-07
KSK-0011,CUST-02871,merchant_customer,0.662,2024-06-03
KSK-0011,CUST-02872,merchant_customer,0.131,2024-07-01
KSK-0011,CUST-02873,merchant_customer,0.323,2024-06-17
KSK-0011,CUST-02874,merchant_customer,0.789,2024-12-18
KSK-0011,CUST-02875,merchant_customer,0.283,2024-04-24
KSK-0011,SUP-022,merchant_supplier,0.35,2024-04-26
KSK-0011,SUP-023,merchant_supplier,0.75,2024-11-17
KSK-0011,SUP-024,merchant_supplier,0.935,2024-11-30
KSK-0011,SUP-025,merchant_supplier,0.775,2024-08-08
KSK-0011,SRV-0167,peer_to_peer,0.091,2024-12-27
KSK-0011,MTE-0110,peer_to_peer,0.091,2024-12-15
KSK-0011,AUT-0428,peer_to_peer,0.091,2024-09-14
KSK-0011,BANK-HDFC,merchant_bank,0.909,2024-01-01
KSK-0011,LENDER-MUDRA-001,loan_link,0.2065,2024-01-01
SGS-0012,CUST-00232,merchant_customer,0.68,2024-12-14
SGS-0012,CUST-00233,merchant_customer,0.854,2024-11-09
SGS-0012,CUST-00234,merchant_customer,0.639,2024-10-25
SGS-0012,CUST-00235,merchant_customer,0.533,2024-04-17
SGS-0012,CUST-00236,merchant_customer,0.81,2024-06-19
SGS-0012,CUST-00237,merchant_customer,0.193,2024-01-26
SGS-0012,CUST-00238,merchant_customer,0.361,2024-10-30
SGS-0012,CUST-00239,merchant_customer,0.145,2024-08-31
SGS-0012,CUST-00240,merchant_customer,0.401,2024-08-17
SGS-0012,CUST-00241,merchant_customer,0.536,2024-07-13
SGS-0012,CUST-00242,merchant_customer,0.693,2024-11-15
SGS-0012,CUST-00243,merchant_customer,0.546,2024-07-14
SGS-0012,CUST-00244,merchant_customer,0.361,2024-05-17
SGS-0012,CUST-00245,merchant_customer,0.45,2024-08-23
SGS-0012,CUST-00246,merchant_customer,0.611,2024-01-02
SGS-0012,CUST-00247,merchant_customer,0.724,2024-03-02
SGS-0012,CUST-00248,merchant_customer,0.173,2024-03-20
SGS-0012,CUST-00249,merchant_customer,0.893,2024-03-14
SGS-0012,CUST-00250,merchant_customer,0.238,2024-10-20
SGS-0012,CUST-00251,merchant_customer,0.61,2024-10-26
SGS-0012,SUP-024,merchant_supplier,0.558,2024-06-21
SGS-0012,SUP-025,merchant_supplier,0.33,2024-05-06
SGS-0012,SUP-026,merchant_supplier,0.846,2024-07-28
SGS-0012,SGS-0532,peer_to_peer,0.295,2024-10-05
SGS-0012,SGS-0492,peer_to_peer,0.295,2024-09-06
SGS-0012,BANK-ICICI,merchant_bank,1.0,2024-01-01
SGS-0012,FTD-0323,upi_link,0.466,2024-01-09
SGS-0012,LENDER-MUDRA-001,loan_link,0.046,2024-01-01
FTD-0013,CUST-02632,merchant_customer,0.275,2024-06-21
FTD-0013,CUST-02633,merchant_customer,0.177,2024-05-18
FTD-0013,CUST-02634,merchant_customer,0.757,2024-04-07
FTD-0013,CUST-02635,merchant_customer,0.308,2024-10-12
FTD-0013,CUST-02636,merchant_customer,0.511,2024-10-29
FTD-0013,CUST-02637,merchant_customer,0.545,2024-08-10
FTD-0013,CUST-02638,merchant_customer,0.61,2024-01-19
FTD-0013,CUST-02639,merchant_customer,0.344,2024-07-12
FTD-0013,CUST-02640,merchant_customer,0.239,2024-02-20
FTD-0013,CUST-02641,merchant_customer,0.586,2024-12-07
FTD-0013,CUST-02642,merchant_customer,0.964,2024-01-27
FTD-0013,CUST-02643,merchant_customer,0.839,2024-11-28
FTD-0013,CUST-02644,merchant_customer,0.337,2024-03-28
FTD-0013,CUST-02645,merchant_customer,0.841,2024-01-24
FTD-0013,CUST-02646,merchant_customer,0.513,2024-08-18
FTD-0013,CUST-02647,merchant_customer,0.911,2024-06-25
FTD-0013,CUST-02648,merchant_customer,0.582,2024-05-20
FTD-0013,CUST-02649,merchant_customer,0.61,2024-11-15
FTD-0013,CUST-02650,merchant_customer,0.715,2024-09-05
FTD-0013,CUST-02651,merchant_customer,0.974,2024-09-09
FTD-0013,SUP-038,merchant_supplier,0.779,2024-06-01
FTD-0013,SUP-039,merchant_supplier,0.411,2024-02-01
FTD-0013,SUP-040,merchant_supplier,0.642,2024-10-18
FTD-0013,SUP-041,merchant_supplier,0.655,2024-04-13
FTD-0013,AGR-0274,peer_to_peer,0.223,2024-12-09
FTD-0013,BANK-PNB,merchant_bank,0.959,2024-01-01
FTD-0013,LENDER-MUDRA-001,loan_link,0.993,2024-01-01
AGR-0014,CUST-02565,merchant_customer,0.242,2024-03-14
AGR-0014,CUST-02566,merchant_customer,0.659,2024-12-25
AGR-0014,CUST-02567,merchant_customer,0.416,2024-08-29
AGR-0014,CUST-02568,merchant_customer,0.979,2024-10-20
AGR-0014,CUST-02569,merchant_customer,0.926,2024-12-03
AGR-0014,CUST-02570,merchant_customer,0.223,2024-07-05
AGR-0014,CUST-02571,merchant_customer,0.587,2024-09-26
AGR-0014,CUST-02572,merchant_customer,0.414,2024-03-01
AGR-0014,CUST-02573,merchant_customer,0.911,2024-12-11
AGR-0014,CUST-02574,merchant_customer,0.609,2024-10-11
AGR-0014,CUST-02575,merchant_customer,0.255,2024-08-29
AGR-0014,CUST-02576,merchant_customer,0.891,2024-12-04
AGR-0014,CUST-02577,merchant_customer,0.41,2024-07-22
AGR-0014,CUST-02578,merchant_customer,0.56,2024-01-05
AGR-0014,SUP-035,merchant_supplier,0.306,2024-02-26
AGR-0014,SUP-036,merchant_supplier,0.777,2024-11-29
AGR-0014,SUP-037,merchant_supplier,0.706,2024-10-12
AGR-0014,SUP-038,merchant_supplier,0.858,2024-05-24
AGR-0014,AUT-0348,peer_to_peer,0.022,2024-11-23
AGR-0014,GEN-0139,peer_to_peer,0.022,2024-06-28
AGR-0014,BANK-AXIS,merchant_bank,1.0,2024-01-01
AGR-0014,LENDER-MUDRA-001,loan_link,0.005,2024-01-01
TXL-0015,CUST-02727,merchant_customer,0.338,2024-06-05
TXL-0015,CUST-02728,merchant_customer,0.216,2024-12-26
TXL-0015,CUST-02729,merchant_customer,0.832,2024-08-17
TXL-0015,CUST-02730,merchant_customer,0.926,2024-08-14
TXL-0015,CUST-02731,merchant_customer,0.842,2024-03-29
TXL-0015,CUST-02732,merchant_customer,0.792,2024-09-25
TXL-0015,CUST-02733,merchant_customer,0.345,2024-04-14
TXL-0015,CUST-02734,merchant_customer,0.303,2024-03-08
TXL-0015,CUST-02735,merchant_customer,0.384,2024-03-26
TXL-0015,CUST-02736,merchant_customer,0.107,2024-10-02
TXL-0015,CUST-02737,merchant_customer,0.396,2024-11-25
TXL-0015,CUST-02738,merchant_customer,0.348,2024-09-27
TXL-0015,CUST-02739,merchant_customer,0.369,2024-09-10
TXL-0015,CUST-02740,merchant_customer,0.825,2024-07-11
TXL-0015,CUST-02741,merchant_customer,0.592,2024-02-09
TXL-0015,CUST-02742,merchant_customer,0.799,2024-02-03
TXL-0015,CUST-02743,merchant_customer,0.76,2024-07-07
TXL-0015,CUST-02744,merchant_customer,0.686,2024-03-01
TXL-0015,CUST-02745,merchant_customer,0.49,2024-06-10
TXL-0015,CUST-02746,merchant_customer,0.89,2024-11-28
TXL-0015,SUP-003,merchant_supplier,0.808,2024-06-04
TXL-0015,AUT-0078,peer_to_peer,0.06,2024-06-23
TXL-0015,BANK-BOB,merchant_bank,0.916,2024-01-01
TXL-0015,LENDER-MUDRA-001,loan_link,0.016,2024-01-01
MED-0016,CUST-02105,merchant_customer,0.785,2024-03-16
MED-0016,CUST-02106,merchant_customer,0.898,2024-12-18
MED-0016,CUST-02107,merchant_customer,0.327,2024-07-16
MED-0016,CUST-02108,merchant_customer,0.297,2024-10-28
MED-0016,CUST-02109,merchant_customer,0.803,2024-09-08
MED-0016,CUST-02110,merchant_customer,0.719,2024-05-08
MED-0016,CUST-02111,merchant_customer,0.388,2024-09-06
MED-0016,CUST-02112,merchant_customer,0.831,2024-01-21
MED-0016,CUST-02113,merchant_customer,0.223,2024-02-01
MED-0016,CUST-02114,merchant_customer,0.357,2024-10-07
MED-0016,CUST-02115,merchant_customer,0.206,2024-03-03
MED-0016,CUST-02116,merchant_customer,0.596,2024-11-08
MED-0016,CUST-02117,merchant_customer,0.751,2024-10-19
MED-0016,CUST-02118,merchant_customer,0.153,2024-09-02
MED-0016,CUST-02119,merchant_customer,0.671,2024-03-19
MED-0016,CUST-02120,merchant_customer,0.848,2024-08-31
MED-0016,CUST-02121,merchant_customer,0.562,2024-01-11
MED-0016,CUST-02122,merchant_customer,0.464,2024-05-26
MED-0016,CUST-02123,merchant_customer,0.561,2024-01-21
MED-0016,CUST-02124,merchant_customer,0.324,2024-10-01
MED-0016,SUP-029,merchant_supplier,0.528,2024-03-26
MED-0016,SUP-030,merchant_supplier,0.862,2024-10-18
MED-0016,SUP-031,merchant_supplier,0.327,2024-04-30
MED-0016,GEN-0469,peer_to_peer,0.133,2024-07-17
MED-0016,TXL-0435,peer_to_peer,0.133,2024-09-26
MED-0016,BANK-KOTAK,merchant_bank,1.0,2024-01-01
MED-0016,MTE-0220,upi_link,0.504,2024-12-23
MED-0016,LENDER-MUDRA-001,loan_link,0.3285,2024-01-01
SRV-0017,CUST-02152,merchant_customer,0.619,2024-03-28
SRV-0017,CUST-02153,merchant_customer,0.747,2024-11-16
SRV-0017,CUST-02154,merchant_customer,0.348,2024-04-10
SRV-0017,CUST-02155,merchant_customer,0.769,2024-03-16
SRV-0017,CUST-02156,merchant_customer,0.431,2024-03-29
SRV-0017,CUST-02157,merchant_customer,0.341,2024-08-15
SRV-0017,CUST-02158,merchant_customer,0.338,2024-08-15
SRV-0017,CUST-02159,merchant_customer,0.279,2024-07-25
SRV-0017,CUST-02160,merchant_customer,0.421,2024-10-02
SRV-0017,CUST-02161,merchant_customer,0.268,2024-08-29
SRV-0017,CUST-02162,merchant_customer,0.649,2024-07-15
SRV-0017,CUST-02163,merchant_customer,0.415,2024-03-28
SRV-0017,SUP-017,merchant_supplier,0.622,2024-04-13
SRV-0017,MTE-0180,peer_to_peer,0.337,2024-11-02
SRV-0017,TXL-0145,peer_to_peer,0.337,2024-10-16
SRV-0017,BANK-UNION,merchant_bank,1.0,2024-01-01
SRV-0017,LENDER-MUDRA-001,loan_link,0.074,2024-01-01
AUT-0018,CUST-01071,merchant_customer,0.557,2024-12-03
AUT-0018,CUST-01072,merchant_customer,0.861,2024-12-29
AUT-0018,CUST-01073,merchant_customer,0.885,2024-07-12
AUT-0018,CUST-01074,merchant_customer,0.195,2024-07-12
AUT-0018,CUST-01075,merchant_customer,0.51,2024-02-23
